"LOCATION ACCOUNT #","BUSINESS NAME","DBA NAME","STREET ADDRESS","CITY","ZIP CODE","LOCATION DESCRIPTION","MAILING ADDRESS","MAILING CITY","MAILING ZIP CODE","NAICS","PRIMARY NAICS DESCRIPTION","COUNCIL DISTRICT","LOCATION START DATE","LOCATION END DATE","LOCATION"
"0000731842-0001-2","C & C LIQUOR AND MARKET INC","C & C LIQUOR","4606 S BROADWAY","LOS ANGELES","90037-2730","4606 BROADWAY 90037-2730","1150 S OXFORD AVENUE #202","LOS ANGELES","90006-2581","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","07/01/1989",,"POINT (-118.2783 34.0019)"
"0000735582-0001-1","WICHOS INC","TORITO MARKET","10804 JUNIPER STREET","LOS ANGELES","90059-1326","10804 JUNIPER 90059-1326",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","15","08/01/1989",,"POINT (-118.233 33.9372)"
"0000736896-0001-5","TOV BROS CORP","UNO PRODUCE MARKET","4100 S BROADWAY","LOS ANGELES","90037-2221","4100 BROADWAY 90037-2221",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","05/20/2003",,"POINT (-118.2783 34.009)"
"0000748953-0001-6","DHANYA INC","7-ELEVEN #32831B | 7-ELEVEN STORE 32831B","4501 W MARTIN LUTHER KING JR BLVD","LOS ANGELES","90016-6002","4501 MARTIN LUTHER KING JR 90016-6002","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","11/20/2001",,"POINT (-118.3483 34.0192)"
"0000751671-0001-5","SANDRA PATRICIA VEGA","PANADERIA GUATEMALA","4701 S NORMANDIE AVENUE","LOS ANGELES","90037-2854","4701 NORMANDIE 90037-2854",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/01/1998",,"POINT (-118.3001 34.001)"
"0000753274-0001-1","REZVAN YAGHOUIL","WESTSIDE MARKET 2","998 S ROBERTSON BLVD #105","LOS ANGELES","90035-1626","998 ROBERTSON 90035-1626","875 COMSTOCK AVENUE APT #9B","LOS ANGELES","90024-7509","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","08/01/1989",,"POINT (-118.3836 34.0594)"
"0000754620-0001-4","JAMES O HICKS / MARY J HICKS","J/M MARKET","6103 S HOOVER STREET","LOS ANGELES","90044-5417","6103 HOOVER 90044-5417",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","02/01/1966",,"POINT (-118.287 33.9846)"
"0000762729-0001-5","EMILIA GARCIA","LA GUADALUPANA MARKET","2062 DALY STREET","LOS ANGELES","90031-3353","2062 DALY 90031-3353",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","03/01/1989",,"POINT (-118.2155 34.069)"
"0000769083-0003-0","GELSON'S MARKETS","GELSONS MARKET #394","10250 SANTA MONICA BLVD","LOS ANGELES","90067-6501","10250 SANTA MONICA 90067-6501","13833 FREEWAY DRIVE","SANTA FE SPRINGS","90670-5701","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","05/01/1967",,"POINT (-118.4208 34.0594)"
"0000769083-0008-1","GELSON'S MARKETS",,"5877 FRANKLIN AVENUE","LOS ANGELES","90028-5618","5877 FRANKLIN 90028-5618","13833 FREEWAY DRIVE","SANTA FE SPRINGS","90670-5701","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","07/01/1990",,"POINT (-118.3174 34.1052)"
"0000769083-0009-9","GELSON'S MARKETS",,"2725 HYPERION AVENUE","LOS ANGELES","90027-3001","2725 HYPERION 90027-3001","13833 FREEWAY DRIVE","SANTA FE SPRINGS","90670-5701","445100","Grocery stores (including supermarkets & convenience stores without gas)","4","07/01/1990",,"POINT (-118.2722 34.107)"
"0000769083-0012-9","GELSON'S MARKETS","GELSON'S MARKET #34","12121 W OLYMPIC BLVD","LOS ANGELES","90064-1017","12121 Olympic 90064-1017",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","11","08/15/2023",,"POINT (-118.4555 34.0321)"
"0000773249-0001-5","HOSSAIN UDDIN SIKDER","SHYREAS LIQUOR","1753 W CENTURY BLVD","LOS ANGELES","90047-4226","1753 CENTURY 90047-4226",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","03/15/1990",,"POINT (-118.3081 33.9454)"
"0000774427-0001-2","GUSTAVO ANDRADE ISABELES","LUPITA'S MARKET","2600 W JEFFERSON BLVD","LOS ANGELES","90018-3705","2600 JEFFERSON 90018-3705",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","04/02/2001",,"POINT (-118.3236 34.0255)"
"0000778340-0001-9","FRANCISCO J ESPINOSA","B & J COMMUNITY MINI MARKET","8451 AVALON BLVD","LOS ANGELES","90003-3141","8451 AVALON 90003-3141",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","03/14/2003",,"POINT (-118.2651 33.9619)"
"0000782345-0001-4","KYUNG JIN OH","GOK JEE FOODS","170 S WESTERN AVENUE #A","LOS ANGELES","90004-4128","170 WESTERN 90004-4128",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","04/02/2003",,"POINT (-118.3091 34.0716)"
"0000782419-0001-0","NAT ENTERPRISES INC","7 ELEVEN STORE #16950E","3100 BEVERLY BLVD","LOS ANGELES","90057-1016","3100 BEVERLY 90057-1016","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","07/01/2004",,"POINT (-118.2822 34.0718)"
"0000782555-0001-4","HARRY KEIM KWOK","SUNNYS MARKET","1033 ALPINE STREET","LOS ANGELES","90012-1233","1033 ALPINE 90012-1220",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","03/22/1990",,"POINT (-118.2471 34.0654)"
"0000782863-0001-3","JAG CONVENIENCE INC","RUSSELL'S CONVENIENCE | RUSSELL'S CONVENIENCE #702","333 S HOPE STREET SUITE #C-120","LOS ANGELES","90071-3049","333 HOPE 90071-3049",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","07/31/2004",,"POINT (-118.2535 34.0534)"
"0000782877-0001-5","JAG CONVENIENCE INC","RUSSELL'S CONVENIENCE","505 S FLOWER STREET #B26","LOS ANGELES","90071-2102","505 FLOWER 90071-2182","333 S HOPE STREET SUITE #C120","LOS ANGELES","90071-3049","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","07/01/2004",,"POINT (-118.256 34.0515)"
"0000794393-0001-4","SUNG KYU YI/HYE CHA YI","VERNON & HOOPER MARKET","1301 E VERNON AVENUE","LOS ANGELES","90011-3722","1301 VERNON 90011-3722",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","06/15/1990",,"POINT (-118.2521 34.0038)"
"0000795447-0001-0","SUKHDEV SINGH MULTANI","REGGIES LIQUOR & JR MARKET","2700 HOOPER AVENUE","LOS ANGELES","90011-2102","2700 HOOPER 90011-2102",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","06/25/2003",,"POINT (-118.2508 34.0157)"
"0000796051-0001-1","THE VONS COMPANIES INC","VONS 2100 | VONS #2100","9860 NATIONAL BLVD","LOS ANGELES","90034-2713","9860 NATIONAL 90034-2713","POST OFFICE BOX #29096","PHOENIX","85038-9096","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","01/01/1968",,"POINT (-118.4019 34.0307)"
"0000796051-0005-3","THE VONS COMPANIES INC","VONS 2077 | VONS #2077","3118 S SEPULVEDA BLVD","LOS ANGELES","90034-4204","3118 SEPULVEDA 90034-4204","POST OFFICE BOX #29096","PHOENIX","85038-9096","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","01/01/1973",,"POINT (-118.4273 34.0257)"
"0000796051-0011-8","THE VONS COMPANIES INC","VONS $4021","6571 W 80TH STREET","LOS ANGELES","90045-1126","6571 80TH 90045-1126","POST OFFICE BOX #29096","PHOENIX","85038-9096","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","01/01/1982",,"POINT (-118.4056 33.9689)"
"0000796051-0017-7","THE VONS COMPANIES INC","PAVILIONS #2229 | VONS 2229","727 VINE STREET","LOS ANGELES","90038-3713","727 VINE 90038-3713","POST OFFICE BOX #29096","PHOENIX","85038-9096","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","08/29/1988",,"POINT (-118.3266 34.0844)"
"0000796051-0018-5","THE VONS COMPANIES INC","VONS 2261","3461 W 3RD STREET","LOS ANGELES","90020-1604","3461 3RD 90020-1604","POST OFFICE BOX #29096","PHOENIX","85038-9096","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","08/29/1988",,"POINT (-118.2903 34.069)"
"0000796051-0021-5","THE VONS COMPANIES INC","VONS 2268 | VONS #2268","1430 S FAIRFAX AVENUE","LOS ANGELES","90019-3745","1430 FAIRFAX 90019-3745","POST OFFICE BOX #29096","PHOENIX","85038-9096","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","08/29/1988",,"POINT (-118.3668 34.05)"
"0000796051-0024-0","THE VONS COMPANIES INC","VONS 2655 | VONS SHOP *255","7311 N FIGUEROA STREET","LOS ANGELES","90041-2512","7311 FIGUEROA 90041-2512","POST OFFICE BOX #29096","PHOENIX","85038-9096","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","08/29/1988",,"POINT (-118.1885 34.1358)"
"0000796051-0025-8","THE VONS COMPANIES INC","VONS 2665 | VONS #2665","4520 W SUNSET BLVD","LOS ANGELES","90027-6057","4520 SUNSET 90027-6057","POST OFFICE BOX #29096","PHOENIX","85038-9096","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","08/29/1988",,"POINT (-118.2882 34.0981)"
"0000796051-0026-6","THE VONS COMPANIES INC","VONS 3263 | VONS #3263","1342 N ALVARADO STREET","LOS ANGELES","90026-3129","1342 ALVARADO 90026-3129","POST OFFICE BOX #29096","PHOENIX","85038-9096","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","08/29/1988",,"POINT (-118.2621 34.0796)"
"0000797047-0001-1","LIAN SHING HONG INC","LIAN SHING HONG","750 N HILL STREET #R S","LOS ANGELES","90012-2367","750 HILL 90012-2319",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","03/28/1998",,"POINT (-118.2399 34.0619)"
"0000801079-0001-6","CLAUDIA SALGADO","SALGADOS PRODUCE","5061 ALHAMBRA AVENUE","LOS ANGELES","90032-3412","5061 ALHAMBRA 90032-3412",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","01/01/1992",,"POINT (-118.1758 34.0707)"
"0000803951-0002-9","BLANCA PEREZ","RINCON HONDURENO","1455 W 35TH STREET","LOS ANGELES","90018-3930","1455 35TH 90018-3930",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","02/07/2016",,"POINT (-118.3019 34.0249)"
"0000804117-0001-5","GURDEV SINGH","INDIA SPICES & GROCERY","5994 W PICO BLVD","LOS ANGELES","90035-2657","5994 PICO 90035-2657",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","07/25/1991",,"POINT (-118.3708 34.0523)"
"0000804487-0001-5","MOTHERS NUTRITIONAL CENTER INC","MOTHERS NUTRITIONAL CENTER","3665 CRENSHAW BLVD","LOS ANGELES","90016-4849","3665 CRENSHAW 90016-4849","13635 FREEWAY DRIVE","SANTA FE SPRINGS","90670-5622","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","03/03/1998",,"POINT (-118.3351 34.0209)"
"0000804498-0001-3","MONA ALEMZADEH","DOWNTOWN FOOD CO & COMMISARY","537 CROCKER STREET","LOS ANGELES","90013-2116","537 CROCKER 90013-2116","POST OFFICE BOX #607","PASADENA","91102-0607","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","03/15/1998",,"POINT (-118.2435 34.0426)"
"0000807975-0001-5","NEW MAIN STREET INC","SUPER BARGAIN MARKET","10900 S MAIN STREET","LOS ANGELES","90061-2028","10900 MAIN 90061-2028","10900 S MAIN STREET","LOS ANGELES","90061-2028","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","07/01/2000",,"POINT (-118.2738 33.9373)"
"0000809699-0001-1","THE ANOINTED WORD OF GOD MINISTERIES INC",,"4900 W ADAMS BLVD","LOS ANGELES","90016-2850","4900 ADAMS 90016-2850","2923 DALTON AVENUE","LOS ANGELES","90018-3131","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","01/01/1984",,"POINT (-118.3473 34.0325)"
"0000812404-0001-4","AHSAN HAFEEZ","JONES MARKET","9028 S BROADWAY","LOS ANGELES","90003-3631","9028 BROADWAY 90003-3631",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","03/10/2003",,"POINT (-118.2782 33.954)"
"0000813275-0001-5","JOSE JUAN CABRERA","SAN JOSE MARKET","2600 IDELL STREET","LOS ANGELES","90065-1009","2600 IDELL 90065-1009",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","01/01/2004",,"POINT (-118.2248 34.0859)"
"0000813489-0001-3","ABRAHAM M KHOUREIS","AMERICAN NOTARY GROUP","2223 COLORADO BLVD","LOS ANGELES","90041-1142","2223 COLORADO 90041-1142","POST OFFICE BOX #10735","GLENDALE","91209-3735","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","02/01/1998",,"POINT (-118.2147 34.1392)"
"0000814160-0001-8","MARINA RUIZ GARRIDO","MARINA'S MINI MARKET","6527 S FIGUEROA STREET","LOS ANGELES","90003-1029","6527 FIGUEROA 90003-1029","829 W 80TH STREET","LOS ANGELES","90044-5015","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","01/01/2001",,"POINT (-118.2826 33.9797)"
"0000827546-0001-9","DOMENO & ASSOCIATES /C","7 ELEVEN STORE 18837E","3450 OVERLAND AVENUE","LOS ANGELES","90034-5406","3450 OVERLAND 90034-5406","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","08/01/1968",,"POINT (-118.4119 34.0251)"
"0000827657-0001-5","HILARIO ROSADO TENORIA","MOISES MINI MARKET","1401 E VERNON AVENUE","LOS ANGELES","90011-3828","1401 VERNON 90011-3828",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","07/01/2004",,"POINT (-118.2499 34.0038)"
"0000831116-0001-8","OFELIA PENA GARCIA","LA ESPECIAL MINI MARKET","3465 E 8TH STREET","LOS ANGELES","90023-3024","3465 8TH 90023-3024",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","02/01/1991",,"POINT (-118.2032 34.0208)"
"0000834576-0001-4","MIN BONG LEE","SUNNY MARKET","1600 W SLAUSON AVENUE #S31","LOS ANGELES","90047-1117","1600 SLAUSON 90047-1117",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","01/13/2003",,"POINT (-118.3045 33.9891)"
"0000835266-0001-3","JOSE LUIS & MARIA GUADALUPE AZANEDO","SAN JUAN MEAT MARKET","1248 W TEMPLE STREET","LOS ANGELES","90026-5651","1248 TEMPLE 90026-5651",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","02/19/2003",,"POINT (-118.2537 34.0658)"
"0000836713-0001-0","MR PURDY'S INC",,"5919 W 98TH STREET","LOS ANGELES","90045-5301","5919 98TH 90045-5301",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","11","11/01/1968",,"POINT (-118.3871 33.9473)"
"0000843923-0001-4","AMERICAN PERSONNEL SERVICES INC","CHEVRON STATIONS INC #1864","4000 S FIGUEROA STREET","LOS ANGELES","90037-2002","4000 FIGUEROA 90037-2002","POST OFFICE BOX #6003","SAN RAMON","94583-0903","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","07/01/1998",,"POINT (-118.2827 34.0111)"
"0000844625-0001-6","NAT STORES GROUP, INC.","7-ELEVEN STORE 20545E | 7-ELEVEN STORE #20545E","4343 W SLAUSON AVENUE","LOS ANGELES","90043-2815","4343 SLAUSON 90043-2815","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","11/07/1991",,"POINT (-118.3508 33.9888)"
"0000844626-0001-1","HARJEET/VIRINDER GILL","7-ELEVEN STORE 17304D | 7-ELEVEN STORE #17304D","6077 W 3RD STREET","LOS ANGELES","90036-3140","6077 3RD 90036-3140","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","12/23/1991",,"POINT (-118.3527 34.0702)"
"0000846501-0001-7","MOHAMMED DANIUL ISLAM","FIESTA MARKET","5008 VALLEY BLVD","LOS ANGELES","90032-3925","5008 VALLEY 90032-3925",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","03/17/2003",,"POINT (-118.1749 34.0697)"
"0000849412-0002-7","NADINE BARNER",,"974 GRANVILLE AVENUE #1","LOS ANGELES","90049-5418","974 Granville 90049-5418",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","11","04/15/2025",,"POINT (-118.4652 34.051)"
"0000853771-0001-3","WATTS LABOR COMMUNITY ACTION COMMITTEE /C",,"10800 S CENTRAL AVENUE","LOS ANGELES","90059-1022","10800 CENTRAL 90059-1022","11401 S CENTRAL AVENUE","LOS ANGELES","90059-1744","445100","Grocery stores (including supermarkets & convenience stores without gas)","15","12/01/1969",,"POINT (-118.2541 33.9378)"
"0000854335-0001-1","GNE PROPERTY MANAGEMENT INC",,"128 1/2 N KENMORE AVENUE","LOS ANGELES","90004-4529","128 KENMORE 90004-4529",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","06/22/1991",,"POINT (-118.2965 34.0738)"
"0000857413-0001-5","AFRICAN PRODUCE MARKET INC","AFRICAN PRODUCE MKS INC | AFRICAN PRODUCE MKT. INC","4564 W WASHINGTON BLVD","LOS ANGELES","90016-1741","4564 WASHINGTON 90016-1741","4564 W WASHINGTON BLVD","LOS ANGELES","90016-1741","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","09/01/1991",,"POINT (-118.339 34.0397)"
"0000857897-0001-5","EARLE TAYLOR","E AND D DISCOUNT MARKET","1513 W MARTIN LUTHER KING JR BLVD","LOS ANGELES","90062-1743","1513 MARTIN LUTHER KING JR 90062",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8",,,"POINT (-118.3039 34.0108)"
"0000858464-0001-5","PAULA PEREZ","LA MORENA BAKERY","2106 E CESAR E CHAVEZ AVENUE","LOS ANGELES","90033-1823","2106 CESAR E CHAVEZ 90033-1823",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","01/01/1970",,"POINT (-118.2112 34.0483)"
"0000871538-0001-2","CHANDI & SON INC","LEES MARKET & LIQUOR","934 W 23RD STREET","LOS ANGELES","90007-1906","934 23RD 90007-1906",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","06/08/1998",,"POINT (-118.2807 34.0337)"
"0000879938-0001-3","JINON CORP","NIJIYA MARKET","2130 SAWTELLE BLVD #105","LOS ANGELES","90025-6268","2130 SAWTELLE 90025-6268","2180 W 190TH STREET","TORRANCE","90504-6103","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","11/23/1991",,"POINT (-118.442 34.0391)"
"0000884228-0001-2","PHILLIP R ALLEN","SILVER DOLLAR LIQUOR CORPORATION","1650 W MANCHESTER AVENUE","LOS ANGELES","90047-5429","1650 MANCHESTER 90047-5429",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","06/23/1998",,"POINT (-118.3057 33.9599)"
"0000890648-0001-0","HAFSA CORP","R-RANCH MARKET #14 | R-RANCH MARKET#14","5212 W ADAMS BLVD","LOS ANGELES","90016-2625","5212 ADAMS 90016-2625","13985 LIVE OAK AVENUE","IRWINDALE","91706-1332","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","09/28/2004",,"POINT (-118.3556 34.0325)"
"0000892650-0001-1","FELIPE AVALOS","FELIPE MARKET","4429 AVALON BLVD","LOS ANGELES","90011-5626","4429 AVALON 90011-5626",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","04/01/2004",,"POINT (-118.2652 34.003)"
"0000893730-0001-0","SHALOM PRODUCE INC","SHALOM PRODUCE","7222 W SUNSET BLVD","LOS ANGELES","90046-3406","7222 SUNSET 90046-3406",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","08/01/1998",,"POINT (-118.3478 34.0979)"
